User_ID,App,Daily_Minutes_Spent,Posts_Per_Day,Likes_Per_Day,Follows_Per_Day
U_790,LinkedIn,183,16,50,8
U_791,Facebook,413,2,30,40
U_792,LinkedIn,303,2,120,9
U_793,LinkedIn,94,0,16,19
U_794,Pinterest,492,3,184,50
U_795,Snapchat,442,7,118,32
U_796,Pinterest,83,9,104,15
U_797,Twitter,279,18,175,7
U_798,LinkedIn,84,16,144,33
U_799,LinkedIn,285,5,114,38
U_800,LinkedIn,254,14,140,8
U_801,TikTok,193,14,168,19
U_802,TikTok,354,16,11,0
U_803,Snapchat,449,20,51,45
U_804,Twitter,63,5,181,15
U_805,LinkedIn,314,13,118,37
U_806,Instagram,475,5,63,10
U_807,TikTok,435,3,15,5
U_808,LinkedIn,220,3,106,50
U_809,Pinterest,273,1,145,19
U_810,Instagram,204,20,36,3
U_811,Pinterest,157,18,112,23
U_812,TikTok,101,12,163,10
U_813,TikTok,292,1,17,26
U_814,TikTok,317,14,102,2
U_815,Instagram,47,11,87,37
U_816,Facebook,330,19,138,45
U_817,Twitter,311,17,9,46
U_818,Instagram,196,16,92,25
U_819,TikTok,56,7,61,24
U_820,Instagram,405,18,117,29
U_821,Instagram,91,20,95,45
U_822,Twitter,331,11,75,17
U_823,Pinterest,101,14,76,34
U_824,TikTok,238,11,158,6
U_825,LinkedIn,99,12,85,18
U_826,Snapchat,169,20,17,50
U_827,Instagram,266,4,100,43
U_828,Instagram,398,3,12,7
U_829,Twitter,491,8,34,10
U_830,Snapchat,304,20,1,4
U_831,Twitter,431,7,41,46
U_832,Instagram,109,8,89,4
U_833,Twitter,127,17,50,9
U_834,LinkedIn,426,5,21,2
U_835,Pinterest,257,18,30,18
U_836,LinkedIn,43,12,86,38
U_837,Twitter,226,17,76,5
U_838,Snapchat,363,11,3,50
U_839,LinkedIn,33,18,178,2
U_840,Twitter,45,8,69,7
U_841,Twitter,336,17,123,22
U_842,TikTok,405,14,151,20
U_843,Twitter,371,6,11,3
U_844,Pinterest,414,8,23,7
U_845,TikTok,498,12,6,11
U_846,TikTok,201,0,123,19
U_847,Instagram,339,19,43,4
U_848,Snapchat,125,7,128,20
U_849,Facebook,457,2,131,32
U_850,Facebook,171,19,66,5
U_851,Twitter,339,14,160,27
U_852,LinkedIn,130,10,22,46
U_853,Twitter,142,11,163,37
U_854,Twitter,32,12,7,18
U_855,Facebook,474,1,82,35
U_856,Twitter,104,5,46,4
U_857,Pinterest,426,2,34,38
U_858,Facebook,56,15,154,32
U_859,Facebook,300,7,78,44
U_860,Snapchat,423,14,116,44
U_861,Pinterest,53,14,191,25
U_862,TikTok,483,3,159,26
U_863,Pinterest,246,17,98,35
U_864,Twitter,48,13,6,20
U_865,TikTok,325,3,84,22
U_866,Pinterest,483,16,27,10
U_867,Twitter,366,0,13,26
U_868,Pinterest,40,2,69,5
U_869,Pinterest,47,13,97,9
U_870,LinkedIn,115,10,97,49
U_871,Instagram,265,10,28,0
U_872,Instagram,6,9,66,30
U_873,LinkedIn,197,0,133,42
U_874,Snapchat,97,4,14,28
U_875,TikTok,263,11,193,20
U_876,Snapchat,285,9,195,13
U_877,Snapchat,148,17,169,49
U_878,TikTok,445,7,150,37
U_879,Twitter,238,5,4,15
U_880,TikTok,123,18,75,45
U_881,Snapchat,261,4,15,16
U_882,Instagram,389,8,171,4
U_883,TikTok,232,10,199,23
U_884,TikTok,167,2,27,41
U_885,TikTok,11,9,44,39
U_886,Snapchat,315,13,128,9
U_887,Snapchat,447,14,172,21
U_888,Instagram,423,13,92,45
U_889,Snapchat,399,11,50,35
U_890,LinkedIn,442,6,179,6
U_891,Instagram,417,10,87,20
U_892,Facebook,80,8,85,34
U_893,TikTok,39,15,173,37
U_894,Instagram,111,17,161,12
U_895,Pinterest,468,8,17,9
U_896,TikTok,76,10,10,4
U_897,Twitter,241,8,74,46
U_898,Pinterest,103,13,132,29
U_899,Snapchat,305,16,19,13
U_900,Snapchat,357,10,195,3
U_901,Instagram,457,8,189,42
U_902,TikTok,51,3,102,5
U_903,TikTok,157,4,8,22
U_904,Twitter,405,20,10,0
U_905,TikTok,61,14,52,23
U_906,Snapchat,433,3,88,49
U_907,Snapchat,101,2,157,19
U_908,TikTok,26,7,50,23
U_909,Snapchat,447,7,57,33
U_910,LinkedIn,12,12,6,42
U_911,Pinterest,223,12,26,20
U_912,Twitter,58,13,111,36
U_913,Instagram,107,16,184,39
U_914,Snapchat,448,9,41,27
U_915,Snapchat,465,14,123,1
U_916,TikTok,61,1,163,39
U_917,Facebook,76,5,185,16
U_918,Twitter,207,16,199,7
U_919,Snapchat,408,16,150,30
U_920,Instagram,175,4,78,34
U_921,Facebook,159,14,181,12
U_922,TikTok,61,19,130,45
U_923,TikTok,311,5,184,15
U_924,Twitter,292,16,116,10
U_925,Twitter,201,8,189,49
U_926,Facebook,153,0,182,20
U_927,Pinterest,89,19,164,2
U_928,Instagram,412,7,13,47
U_929,Snapchat,312,1,57,22
U_930,Facebook,88,1,181,5
U_931,Facebook,272,11,93,43
U_932,Facebook,128,11,194,5
U_933,Instagram,453,16,169,2
U_934,TikTok,481,5,181,41
U_935,TikTok,357,11,157,46
U_936,Twitter,149,16,65,5
U_937,Snapchat,141,5,94,42
U_938,Facebook,8,11,151,47
U_939,Snapchat,376,18,8,46
U_940,Pinterest,351,5,70,4
U_941,Snapchat,231,20,196,29
U_942,Pinterest,40,6,139,32
U_943,Snapchat,242,19,9,46
U_944,Twitter,404,20,41,5
U_945,LinkedIn,347,9,3,34
U_946,Facebook,87,6,28,42
U_947,Facebook,96,8,40,32
U_948,Twitter,431,13,64,6
U_949,Instagram,109,9,96,9
U_950,Instagram,406,19,99,37
U_951,Snapchat,408,3,16,32
U_952,Instagram,81,2,76,24
U_953,Snapchat,303,19,113,34
U_954,Facebook,37,6,56,44
U_955,Snapchat,105,14,6,5
U_956,Instagram,473,14,23,31
U_957,Twitter,181,3,112,43
U_958,Pinterest,120,3,10,17
U_959,Pinterest,47,2,70,29
U_960,TikTok,493,2,174,24
U_961,TikTok,89,19,105,48
U_962,LinkedIn,341,19,96,39
U_963,TikTok,186,20,66,15
U_964,Facebook,475,20,79,50
U_965,LinkedIn,71,16,47,48
U_966,Twitter,444,10,44,40
U_967,LinkedIn,395,14,117,48
U_968,TikTok,28,8,130,8
U_969,Snapchat,451,3,39,34
U_970,Facebook,87,19,118,5
U_971,Snapchat,376,12,93,50
U_972,Twitter,267,5,160,34
U_973,Instagram,293,0,167,40
U_974,TikTok,320,2,39,17
U_975,Facebook,241,1,60,4
U_976,Instagram,423,16,74,30
U_977,Pinterest,97,5,91,36
U_978,LinkedIn,495,16,82,15
U_979,Twitter,135,15,146,14
U_980,Facebook,348,0,145,34
U_981,Instagram,311,14,102,43
U_982,Snapchat,135,15,28,42
U_983,LinkedIn,420,17,31,23
U_984,Facebook,485,2,187,0
U_985,Twitter,143,16,17,16
U_986,Facebook,231,0,19,8
U_987,Instagram,495,12,136,43
U_988,Pinterest,404,8,41,50
U_989,Twitter,166,14,86,42
U_990,TikTok,395,9,1,17
U_991,Snapchat,93,5,107,1
U_992,Pinterest,368,3,40,40
U_993,LinkedIn,72,17,110,24
U_994,LinkedIn,144,6,89,30
U_995,Twitter,464,2,149,43
U_996,LinkedIn,479,4,72,15
U_997,Instagram,499,14,110,49
U_998,Facebook,318,6,105,9
U_999,TikTok,305,15,151,6
U_1000,Pinterest,115,17,81,39
